OIUID	Kingdom	Phylum	Class	Order	Family	Genus
ITS_Otu12368	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12369	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu12371	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12372	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12373	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12374	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces
ITS_Otu12375	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12376	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12377	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola
ITS_Otu12378	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12379	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12380	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12381	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12382	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	o__Chaetosphaeriales_unclassified	o__Chaetosphaeriales_unclassified
ITS_Otu12383	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula
ITS_Otu12384	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia
ITS_Otu12385	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12386	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_family_Incertae_sedis	Cryptococcus
ITS_Otu12387	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12388	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12389	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12390	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12391	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12392	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12393	Fungi	Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
ITS_Otu12394	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12395	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_order_Incertae_sedis	Glomerellaceae	Colletotrichum
ITS_Otu12396	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12397	Fungi	Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
ITS_Otu12398	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12399	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	f__Clavicipitaceae_unclassified
ITS_Otu12400	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12401	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12402	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu12403	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu12404	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
ITS_Otu12405	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_family_Incertae_sedis	Boeremia
ITS_Otu12406	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypocrea
ITS_Otu12407	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus
ITS_Otu12408	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12409	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12410	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12411	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12412	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
ITS_Otu12413	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12414	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12415	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12416	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	f__Nectriaceae_unclassified
ITS_Otu12417	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_order_Incertae_sedis	Sordariomycetes_family_Incertae_sedis	Myrmecridium
ITS_Otu12418	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12419	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12420	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12421	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12422	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu12423	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12424	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus
ITS_Otu12425	Fungi	Basidiomycota	Agaricomycetes	c__Agaricomycetes_unclassified	c__Agaricomycetes_unclassified	c__Agaricomycetes_unclassified
ITS_Otu12426	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12427	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12428	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12429	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12430	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12431	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_family_Incertae_sedis	Cryptococcus
ITS_Otu12432	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	f__Sporormiaceae_unclassified
ITS_Otu12433	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12434	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Kickxellales	o__Kickxellales_unclassified	o__Kickxellales_unclassified
ITS_Otu12435	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12436	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraconiothyrium
ITS_Otu12437	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12438	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12439	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12440	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12441	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12442	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12443	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12444	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12445	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu12446	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12447	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12448	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12449	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania
ITS_Otu12450	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu12451	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12452	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12453	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora
ITS_Otu12454	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12455	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu12456	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12457	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12458	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3219	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3220	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu3221	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified
ITS_Otu3222	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	f__Coniochaetaceae_unclassified
ITS_Otu3223	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu3224	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3225	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3226	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3227	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3228	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3229	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu3230	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora
ITS_Otu3231	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramichloridium
ITS_Otu3232	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3233	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3234	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3235	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3236	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis
ITS_Otu3237	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3238	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3239	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla
ITS_Otu3240	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3241	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum
ITS_Otu3242	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3243	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3244	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3245	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3246	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3247	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3248	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_order_Incertae_sedis	Myxotrichaceae	Oidiodendron
ITS_Otu3249	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3250	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu3251	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3252	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium
ITS_Otu3253	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3254	Fungi	Ascomycota	Sordariomycetes	Sordariales	o__Sordariales_unclassified	o__Sordariales_unclassified
ITS_Otu3255	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ITS_Otu3256	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3257	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3258	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3259	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3260	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3261	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3262	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu3263	Fungi	Chytridiomycota	Chytridiomycetes	unclassified_Chytridiomycetes	unclassified_Chytridiomycetes	unclassified_Chytridiomycetes
ITS_Otu3264	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3265	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Spiromastix
ITS_Otu3266	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Thozetella
ITS_Otu3267	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	f__Coniochaetaceae_unclassified
ITS_Otu3268	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3269	Fungi	Ascomycota	Dothideomycetes	Pleosporales	o__Pleosporales_unclassified	o__Pleosporales_unclassified
ITS_Otu3270	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu3271	Fungi	Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
ITS_Otu3272	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3273	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis
ITS_Otu3274	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	f__Pleosporaceae_unclassified
ITS_Otu3275	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3276	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3277	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Podoscypha
ITS_Otu3278	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3279	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus
ITS_Otu3280	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3281	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_family_Incertae_sedis	Rhodotorula
ITS_Otu3282	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum
ITS_Otu3283	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3284	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3285	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Cryptococcus
ITS_Otu3286	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium
ITS_Otu3287	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramichloridium
ITS_Otu3288	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	unclassified_Rhizopogonaceae
ITS_Otu3289	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3290	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3291	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3292	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	f__Herpotrichiellaceae_unclassified
ITS_Otu3293	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3294	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3295	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3296	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus
ITS_Otu3297	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3298	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3299	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ITS_Otu3300	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu3301	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys
ITS_Otu3302	Fungi	Ascomycota	Ascomycota_class_Incertae_sedis	Ascomycota_order_Incertae_sedis	Ascomycota_family_Incertae_sedis	Remersonia
ITS_Otu3303	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	f__Nectriaceae_unclassified
ITS_Otu3304	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu3305	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
